# Nb2O5, literature reference, NOT from this campaign. Optical constants of the universal dispersion model of D. Franta, B. Hroncova, J. Dvorak, J. Vohanka, P. Franta, I. Ohlidal, V. Pekar and D. Skoda, Opt. Mater. 157, 116133 (2024), for magnetron-sputtered Nb2O5 films made on another plant. Tabulated from the refractiveindex.info entry 'main/Nb2O5/Franta', 250-4848 nm. Used only as a deliberately foreign starting point for the in situ multi-start test of Section 6; never as a result. sigma_n is a flat placeholder of 0.01 and carries no published meaning: nothing in the deposit reads it for this table.
Wavelength_nm,n,k,sigma_n
1016.0,2.2625822042423076,6.984336121964615e-06,0.01
1018.0,2.262422924692906,7.026610735759615e-06,0.01
1020.0,2.2622643180304256,7.069083908898937e-06,0.01
1022.0,2.262106748092034,7.111655404982202e-06,0.01
1024.0,2.2619502973123726,7.15433505730424e-06,0.01
1026.0,2.2617943719384748,7.197293161574404e-06,0.01
1028.0,2.2616389117254236,7.2405010572835564e-06,0.01
1030.0,2.261484642225882,7.28375499350647e-06,0.01
1032.0,2.2613311586965823,7.327164247674683e-06,0.01
1034.0,2.2611779565982846,7.370871613702676e-06,0.01
1036.0,2.261026247778201,7.4145314586901255e-06,0.01
1038.0,2.260874448032773,7.458680845112855e-06,0.01
1040.0,2.2607240889666667,7.5027893457633336e-06,0.01
1042.0,2.26057441008,7.547074124820002e-06,0.01
1044.0,2.2604251559633335,7.591610117340002e-06,0.01
1046.0,2.260276447381618,7.636361294844229e-06,0.01
1048.0,2.2601286514397096,7.681216875765388e-06,0.01
1050.0,2.2599819772983887,7.726203484779047e-06,0.01
1052.0,2.2598357113305787,7.771441416316857e-06,0.01
1054.0,2.2596901928670783,7.816824959193703e-06,0.01
1056.0,2.2595453264792593,7.862381515964075e-06,0.01
1058.0,2.259400939947869,7.908164252421434e-06,0.01
1060.0,2.2592574848986886,7.954063287396847e-06,0.01
1062.0,2.259114486101967,8.000263779872256e-06,0.01
1064.0,2.258972279338735,8.046586166246696e-06,0.01
1066.0,2.25883089660561,8.09301626471317e-06,0.01
1068.0,2.258690183810894,8.139601443593252e-06,0.01
1070.0,2.2585498390206507,8.186440979339593e-06,0.01
1072.0,2.258409959053171,8.233606508819271e-06,0.01
1074.0,2.2582713390399194,8.280734095003632e-06,0.01
1076.0,2.2581330018168018,8.328141358202432e-06,0.01
1078.0,2.2579951162324097,8.375770925795182e-06,0.01
1080.0,2.2578583373306422,8.423392038391964e-06,0.01
1082.0,2.2577219807683937,8.471327675420081e-06,0.01
1084.0,2.257585995893494,8.519544333861449e-06,0.01
1086.0,2.25745066337472,8.567906794949282e-06,0.01
1088.0,2.257316068705737,8.616381128762073e-06,0.01
1090.0,2.257182161635418,8.664981772017652e-06,0.01
1092.0,2.257048658240996,8.713901788519644e-06,0.01
1094.0,2.2569159428385714,8.762946648087142e-06,0.01
1096.0,2.256783639943333,8.812214279261111e-06,0.01
1098.0,2.2566518086979444,8.861681809103362e-06,0.01
1100.0,2.2565206715135826,8.911263054435156e-06,0.01
1102.0,2.2563904356159448,8.960994788868228e-06,0.01
1104.0,2.2562605165608267,9.010997071171338e-06,0.01
1106.0,2.256131149397294,9.06116086901788e-06,0.01
1108.0,2.2560023352649017,9.111483277752311e-06,0.01
1110.0,2.2558738376962744,9.162084433171925e-06,0.01
1112.0,2.255746193365078,9.212837617203632e-06,0.01
1114.0,2.2556188631398046,9.263839795955115e-06,0.01
1116.0,2.255492196405349,9.314949323366046e-06,0.01
1118.0,2.2553663672325293,9.366090634803504e-06,0.01
1120.0,2.2552404475749417,9.417742103893e-06,0.01
1122.0,2.255115626031274,9.469365925342626e-06,0.01
1124.0,2.2549910099591473,9.521276215237674e-06,0.01
1126.0,2.2548666450676924,9.573455001715578e-06,0.01
1128.0,2.2547433143907694,9.625608327384805e-06,0.01
1130.0,2.254620328126923,9.67810504963423e-06,0.01
1132.0,2.254497894085249,9.73073664219824e-06,0.01
1134.0,2.2543758913076246,9.783552507859235e-06,0.01
1136.0,2.2542541488605723,9.836626102220191e-06,0.01
1138.0,2.2541332188987404,9.889870970899582e-06,0.01
